TORTU	Mexico	10319	2018-10-02	17	31.20	8	0.3	
TORTU	Mexico	10319	2018-10-02	28	36.40	14	0.3	
TORTU	Mexico	10319	2018-10-02	76	14.40	30	0.3	
PERIC	Mexico	10322	2018-10-04	52	5.60	20	0.3	
BOLID	Spain	10326	2018-10-10	4	17.60	24	0.3	
BOLID	Spain	10326	2018-10-10	57	15.60	16	0.3	
BOLID	Spain	10326	2018-10-10	75	6.20	50	0.3	
MEREP	Canada	10332	2018-10-17	18	50.00	40	0.2	
MEREP	Canada	10332	2018-10-17	42	11.20	10	0.2	
MEREP	Canada	10332	2018-10-17	47	7.60	16	0.2	
MEREP	Canada	10339	2018-10-28	4	17.60	10	0.3	
MEREP	Canada	10339	2018-10-28	17	31.20	70	0.05	
MEREP	Canada	10339	2018-10-28	62	39.40	28	0.3	
PERIC	Mexico	10354	2018-11-14	1	14.40	12	0.3	
PERIC	Mexico	10354	2018-11-14	29	99.00	4	0.3	
ANTON	Mexico	10365	2018-11-27	11	16.80	24	0.3	
GALED	Spain	10366	2018-11-28	65	16.80	5	0.3	
GALED	Spain	10366	2018-11-28	77	10.40	5	0.3	
MEREP	Canada	10376	2018-12-09	31	10.00	42	0.05	
BOTTM	Canada	10389	2018-12-20	10	24.80	16	0.3	
BOTTM	Canada	10389	2018-12-20	55	19.20	15	0.3	
BOTTM	Canada	10389	2018-12-20	62	39.40	20	0.3	
BOTTM	Canada	10389	2018-12-20	70	12.00	30	0.3	
MAGAA	Italy	10404	2019-01-03	26	24.90	30	0.05	
MAGAA	Italy	10404	2019-01-03	42	11.20	40	0.05	
MAGAA	Italy	10404	2019-01-03	49	16.00	30	0.05	
BOTTM	Canada	10410	2019-01-10	33	2.00	49	0.3	
BOTTM	Canada	10410	2019-01-10	59	44.00	16	0.3	
BOTTM	Canada	10411	2019-01-10	41	7.70	25	0.2	
BOTTM	Canada	10411	2019-01-10	44	15.50	40	0.2	
BOTTM	Canada	10411	2019-01-10	59	44.00	9	0.2	
FRANS	Italy	10422	2019-01-22	26	24.90	2	0.3	
MEREP	Canada	10424	2019-01-23	35	14.40	60	0.2	
MEREP	Canada	10424	2019-01-23	38	210.80	49	0.2	
MEREP	Canada	10424	2019-01-23	68	10.00	30	0.2	
GALED	Spain	10426	2019-01-27	56	30.40	5	0.3	
GALED	Spain	10426	2019-01-27	64	26.60	7	0.3	
REGGC	Italy	10428	2019-01-28	46	9.60	20	0.3	
BOTTM	Canada	10431	2019-01-30	17	31.20	50	0.15	
BOTTM	Canada	10431	2019-01-30	40	14.70	50	0.15	
BOTTM	Canada	10431	2019-01-30	47	7.60	30	0.15	
MEREP	Canada	10439	2019-02-07	12	30.40	15	0.3	
MEREP	Canada	10439	2019-02-07	16	13.90	16	0.3	
MEREP	Canada	10439	2019-02-07	64	26.60	6	0.3	
MEREP	Canada	10439	2019-02-07	74	8.00	30	0.3	
REGGC	Italy	10443	2019-02-12	11	16.80	6	0.2	
REGGC	Italy	10443	2019-02-12	28	36.40	12	0.3	
MAGAA	Italy	10467	2019-03-06	24	3.60	28	0.3	
MAGAA	Italy	10467	2019-03-06	25	11.20	12	0.3	
PERIC	Mexico	10474	2019-03-13	14	18.60	12	0.3	
PERIC	Mexico	10474	2019-03-13	28	36.40	18	0.3	
PERIC	Mexico	10474	2019-03-13	40	14.70	21	0.3	
PERIC	Mexico	10474	2019-03-13	75	6.20	10	0.3	
BOTTM	Canada	10492	2019-04-01	25	11.20	60	0.05	
BOTTM	Canada	10492	2019-04-01	42	11.20	20	0.05	
LAUGB	Canada	10495	2019-04-03	23	7.20	10	0.3	
LAUGB	Canada	10495	2019-04-03	41	7.70	20	0.3	
LAUGB	Canada	10495	2019-04-03	77	10.40	5	0.3	
PERIC	Mexico	10502	2019-04-10	45	9.50	21	0.3	
PERIC	Mexico	10502	2019-04-10	53	32.80	6	0.3	
PERIC	Mexico	10502	2019-04-10	67	14.00	30	0.3	
MEREP	Canada	10505	2019-04-14	62	49.30	3	0.3	
ANTON	Mexico	10507	2019-04-15	43	46.00	15	0.15	
ANTON	Mexico	10507	2019-04-15	48	12.75	15	0.15	
TORTU	Mexico	10518	2019-04-25	24	4.50	5	0.3	
TORTU	Mexico	10518	2019-04-25	38	263.50	15	0.3	
TORTU	Mexico	10518	2019-04-25	44	19.45	9	0.3	
ANTON	Mexico	10535	2019-05-13	11	21.00	50	0.1	
ANTON	Mexico	10535	2019-05-13	40	18.40	10	0.1	
ANTON	Mexico	10535	2019-05-13	57	19.50	5	0.1	
ANTON	Mexico	10535	2019-05-13	59	55.00	15	0.1	
GODOS	Spain	10550	2019-05-28	17	39.00	8	0.1	
GODOS	Spain	10550	2019-05-28	19	9.20	10	0.3	
GODOS	Spain	10550	2019-05-28	21	10.00	6	0.1	
GODOS	Spain	10550	2019-05-28	61	28.50	10	0.1	
REGGC	Italy	10562	2019-06-09	33	2.50	20	0.1	
REGGC	Italy	10562	2019-06-09	62	49.30	10	0.1	
MEREP	Canada	10565	2019-06-11	24	4.50	25	0.1	
MEREP	Canada	10565	2019-06-11	64	33.25	18	0.1	
GALED	Spain	10568	2019-06-13	10	31.00	5	0.3	
MEREP	Canada	10570	2019-06-17	11	21.00	15	0.05	
MEREP	Canada	10570	2019-06-17	56	38.00	60	0.05	
ANTON	Mexico	10573	2019-06-19	17	39.00	18	0.3	
ANTON	Mexico	10573	2019-06-19	34	14.00	40	0.3	
ANTON	Mexico	10573	2019-06-19	53	32.80	25	0.3	
TORTU	Mexico	10576	2019-06-23	1	18.00	10	0.3	
TORTU	Mexico	10576	2019-06-23	31	12.50	20	0.3	
TORTU	Mexico	10576	2019-06-23	44	19.45	21	0.3	
REGGC	Italy	10586	2019-07-02	52	7.00	4	0.15	
MEREP	Canada	10590	2019-07-07	1	18.00	20	0.3	
MEREP	Canada	10590	2019-07-07	77	13.00	60	0.05	
MEREP	Canada	10605	2019-07-21	16	17.45	30	0.05	
MEREP	Canada	10605	2019-07-21	59	55.00	20	0.05	
MEREP	Canada	10605	2019-07-21	60	34.00	70	0.05	
MEREP	Canada	10605	2019-07-21	71	21.50	15	0.05	
MEREP	Canada	10618	2019-08-01	6	25.00	70	0.3	
MEREP	Canada	10618	2019-08-01	56	38.00	20	0.3	
MEREP	Canada	10618	2019-08-01	68	12.50	15	0.3	
MEREP	Canada	10619	2019-08-04	21	10.00	42	0.3	
MEREP	Canada	10619	2019-08-04	22	21.00	40	0.3	
LAUGB	Canada	10620	2019-08-05	24	4.50	5	0.3	
LAUGB	Canada	10620	2019-08-05	52	7.00	5	0.3	
ANATR	Mexico	10625	2019-08-08	14	23.25	3	0.3	
ANATR	Mexico	10625	2019-08-08	42	14.00	5	0.3	
ANATR	Mexico	10625	2019-08-08	60	34.00	10	0.3	
GODOS	Spain	10629	2019-08-12	29	123.79	20	0.3	
GODOS	Spain	10629	2019-08-12	64	33.25	9	0.3	
MAGAA	Italy	10635	2019-08-18	4	22.00	10	0.1	
MAGAA	Italy	10635	2019-08-18	5	21.35	15	0.1	
MAGAA	Italy	10635	2019-08-18	22	21.00	40	0.3	
REGGC	Italy	10655	2019-09-03	41	9.65	20	0.2	
TORTU	Mexico	10676	2019-09-22	10	31.00	2	0.3	
TORTU	Mexico	10676	2019-09-22	19	9.20	7	0.3	
TORTU	Mexico	10676	2019-09-22	44	19.45	21	0.3	
ANTON	Mexico	10677	2019-09-22	26	31.23	30	0.15	
ANTON	Mexico	10677	2019-09-22	33	2.50	8	0.15	
ANTON	Mexico	10682	2019-09-25	33	2.50	30	0.3	
ANTON	Mexico	10682	2019-09-25	66	17.00	4	0.3	
ANTON	Mexico	10682	2019-09-25	75	7.75	30	0.3	
FRANS	Italy	10710	2019-10-20	19	9.20	5	0.3	
FRANS	Italy	10710	2019-10-20	47	9.50	5	0.3	
MEREP	Canada	10724	2019-10-30	10	31.00	16	0.3	
MEREP	Canada	10724	2019-10-30	61	28.50	5	0.3	
REGGC	Italy	10727	2019-11-03	17	39.00	20	0.05	
REGGC	Italy	10727	2019-11-03	56	38.00	10	0.05	
REGGC	Italy	10727	2019-11-03	59	55.00	10	0.05	
BOTTM	Canada	10742	2019-11-14	3	10.00	20	0.3	
BOTTM	Canada	10742	2019-11-14	60	34.00	50	0.3	
BOTTM	Canada	10742	2019-11-14	72	34.80	35	0.3	
FRANS	Italy	10753	2019-11-25	45	9.50	4	0.3	
FRANS	Italy	10753	2019-11-25	74	10.00	5	0.3	
MAGAA	Italy	10754	2019-11-25	40	18.40	3	0.3	
ANATR	Mexico	10759	2019-11-28	32	32.00	10	0.3	
MAGAA	Italy	10784	2019-12-18	36	19.00	30	0.3	
MAGAA	Italy	10784	2019-12-18	39	18.00	2	0.15	
MAGAA	Italy	10784	2019-12-18	72	34.80	30	0.15	
BOLID	Spain	10801	2019-12-29	17	39.00	40	0.15	
BOLID	Spain	10801	2019-12-29	29	123.79	20	0.15	
FRANS	Italy	10807	2019-12-31	40	18.40	1	0.3	
LAUGB	Canada	10810	2020-01-01	13	6.00	7	0.3	
LAUGB	Canada	10810	2020-01-01	25	14.00	5	0.3	
LAUGB	Canada	10810	2020-01-01	70	15.00	5	0.3	
REGGC	Italy	10812	2020-01-02	31	12.50	16	0.1	
REGGC	Italy	10812	2020-01-02	72	34.80	40	0.1	
REGGC	Italy	10812	2020-01-02	77	13.00	20	0.3	
MAGAA	Italy	10818	2020-01-07	32	32.00	20	0.3	
MAGAA	Italy	10818	2020-01-07	41	9.65	20	0.3	
TORTU	Mexico	10842	2020-01-20	11	21.00	15	0.3	
TORTU	Mexico	10842	2020-01-20	43	46.00	5	0.3	
TORTU	Mexico	10842	2020-01-20	68	12.50	20	0.3	
TORTU	Mexico	10842	2020-01-20	70	15.00	12	0.3	
ANTON	Mexico	10856	2020-01-28	2	19.00	20	0.3	
ANTON	Mexico	10856	2020-01-28	42	14.00	20	0.3	
GODOS	Spain	10872	2020-02-05	55	24.00	10	0.05	
GODOS	Spain	10872	2020-02-05	62	49.30	20	0.05	
GODOS	Spain	10872	2020-02-05	64	33.25	15	0.05	
GODOS	Spain	10872	2020-02-05	65	21.05	21	0.05	
GODOS	Spain	10874	2020-02-06	10	31.00	10	0.3	
GALED	Spain	10887	2020-02-13	25	14.00	5	0.3	
GODOS	Spain	10888	2020-02-16	2	19.00	20	0.3	
GODOS	Spain	10888	2020-02-16	68	12.50	18	0.3	
REGGC	Italy	10908	2020-02-26	7	30.00	20	0.05	
REGGC	Italy	10908	2020-02-26	52	7.00	14	0.05	
GODOS	Spain	10911	2020-02-26	1	18.00	10	0.3	
GODOS	Spain	10911	2020-02-26	17	39.00	12	0.3	
GODOS	Spain	10911	2020-02-26	67	14.00	15	0.3	
TORTU	Mexico	10915	2020-02-27	17	39.00	10	0.3	
TORTU	Mexico	10915	2020-02-27	33	2.50	30	0.3	
TORTU	Mexico	10915	2020-02-27	54	7.45	10	0.3	
ROMEY	Spain	10917	2020-03-02	30	25.89	1	0.3	
ROMEY	Spain	10917	2020-03-02	60	34.00	10	0.3	
BOTTM	Canada	10918	2020-03-02	1	18.00	60	0.15	
BOTTM	Canada	10918	2020-03-02	60	34.00	25	0.15	
ANATR	Mexico	10926	2020-03-04	11	21.00	2	0.3	
ANATR	Mexico	10926	2020-03-04	13	6.00	10	0.3	
ANATR	Mexico	10926	2020-03-04	19	9.20	7	0.3	
ANATR	Mexico	10926	2020-03-04	72	34.80	10	0.3	
GALED	Spain	10928	2020-03-05	47	9.50	5	0.3	
GALED	Spain	10928	2020-03-05	76	18.00	5	0.3	
MAGAA	Italy	10939	2020-03-10	2	19.00	10	0.15	
MAGAA	Italy	10939	2020-03-10	67	14.00	40	0.15	
REGGC	Italy	10942	2020-03-11	49	20.00	28	0.3	
BOTTM	Canada	10944	2020-03-12	11	21.00	5	0.15	
BOTTM	Canada	10944	2020-03-12	44	19.45	18	0.15	
BOTTM	Canada	10944	2020-03-12	56	38.00	18	0.3	
GODOS	Spain	10948	2020-03-13	50	16.25	9	0.3	
GODOS	Spain	10948	2020-03-13	51	53.00	40	0.3	
GODOS	Spain	10948	2020-03-13	55	24.00	4	0.3	
BOTTM	Canada	10949	2020-03-13	6	25.00	12	0.3	
BOTTM	Canada	10949	2020-03-13	10	31.00	30	0.3	
BOTTM	Canada	10949	2020-03-13	17	39.00	6	0.3	
BOTTM	Canada	10949	2020-03-13	62	49.30	60	0.3	
MAGAA	Italy	10950	2020-03-16	4	22.00	5	0.3	
BOLID	Spain	10970	2020-03-24	52	7.00	40	0.2	
BOTTM	Canada	10975	2020-03-25	8	40.00	16	0.3	
BOTTM	Canada	10975	2020-03-25	75	7.75	10	0.3	
BOTTM	Canada	10982	2020-03-27	7	30.00	20	0.3	
BOTTM	Canada	10982	2020-03-27	43	46.00	9	0.3	
PERIC	Mexico	10995	2020-04-02	51	53.00	20	0.3	
PERIC	Mexico	10995	2020-04-02	60	34.00	4	0.3	
GODOS	Spain	11009	2020-04-08	24	4.50	12	0.3	
GODOS	Spain	11009	2020-04-08	36	19.00	18	0.15	
GODOS	Spain	11009	2020-04-08	60	34.00	9	0.3	
REGGC	Italy	11010	2020-04-09	7	30.00	20	0.3	
REGGC	Italy	11010	2020-04-09	24	4.50	10	0.3	
ROMEY	Spain	11013	2020-04-09	23	9.00	10	0.3	
ROMEY	Spain	11013	2020-04-09	42	14.00	4	0.3	
ROMEY	Spain	11013	2020-04-09	45	9.50	20	0.3	
ROMEY	Spain	11013	2020-04-09	68	12.50	2	0.3	
FRANS	Italy	11026	2020-04-15	18	62.50	8	0.3	
FRANS	Italy	11026	2020-04-15	51	53.00	10	0.3	
BOTTM	Canada	11027	2020-04-16	24	4.50	30	0.15	
BOTTM	Canada	11027	2020-04-16	62	49.30	21	0.15	
GODOS	Spain	11037	2020-04-21	70	15.00	4	0.3	
BOTTM	Canada	11045	2020-04-23	33	2.50	15	0.3	
BOTTM	Canada	11045	2020-04-23	51	53.00	24	0.3	
BOTTM	Canada	11048	2020-04-24	68	12.50	42	0.3	
FRANS	Italy	11060	2020-04-30	60	34.00	4	0.3	
FRANS	Italy	11060	2020-04-30	77	13.00	10	0.3	
REGGC	Italy	11062	2020-04-30	53	32.80	10	0.2	
REGGC	Italy	11062	2020-04-30	70	15.00	12	0.2	
TORTU	Mexico	11069	2020-05-04	39	18.00	20	0.3	
PERIC	Mexico	11073	2020-05-05	11	21.00	10	0.3	
PERIC	Mexico	11073	2020-05-05	24	4.50	20	0.3	
